source,target,Edge Type,source_genre,source_year,target_genre,target_year
15227,6989,LyricalReferenceTo,,,Emo/Pop Punk,2023
15235,8575,InterpolatesFrom,Dream Pop,2029,Psychedelic Rock,2021
15235,974,DirectlySamples,Dream Pop,2029,Psychedelic Rock,2023
15241,7012,LyricalReferenceTo,Avant-Garde Folk,2025,,
15241,7325,InStyleOf,Avant-Garde Folk,2025,Emo/Pop Punk,2004
15241,2303,CoverOf,Avant-Garde Folk,2025,Alternative Rock,2025
15241,3512,InStyleOf,Avant-Garde Folk,2025,Indie Pop,2013
15241,4357,InStyleOf,Avant-Garde Folk,2025,,
15241,15745,DirectlySamples,Avant-Garde Folk,2025,,
15241,10120,InStyleOf,Avant-Garde Folk,2025,Avant-Garde Folk,2020
15241,10431,CoverOf,Avant-Garde Folk,2025,,
15241,4557,InStyleOf,Avant-Garde Folk,2025,Avant-Garde Folk,2015
15241,1853,CoverOf,Avant-Garde Folk,2025,Avant-Garde Folk,2011
15241,6158,LyricalReferenceTo,Avant-Garde Folk,2025,Avant-Garde Folk,2018
15241,12344,InStyleOf,Avant-Garde Folk,2025,Alternative Rock,2021
15241,6864,InStyleOf,Avant-Garde Folk,2025,Avant-Garde Folk,2017
15241,1018,CoverOf,Avant-Garde Folk,2025,Alternative Rock,2008
15242,6899,InterpolatesFrom,,,Synthwave,2000
15242,8282,InterpolatesFrom,,,Synthwave,1997
15242,454,LyricalReferenceTo,,,Synthwave,1998
15244,13997,InStyleOf,Doom Metal,2020,,
15248,219,LyricalReferenceTo,,,Dream Pop,1997
15248,9815,LyricalReferenceTo,,,,
15248,13956,LyricalReferenceTo,,,,
15249,1841,InterpolatesFrom,Desert Rock,2025,Indie Folk,2010
15252,12010,InterpolatesFrom,,,Alternative Rock,2003
15252,12428,InStyleOf,,,Speed Metal,1987
15254,16274,CoverOf,Dream Pop,2024,Indie Folk,2013
15254,11014,InterpolatesFrom,Dream Pop,2024,Indie Folk,2017
15255,1853,LyricalReferenceTo,Avant-Garde Folk,2028,Avant-Garde Folk,2011
15258,13459,InStyleOf,Southern Gothic Rock,2030,Avant-Garde Folk,2028
15258,15847,CoverOf,Southern Gothic Rock,2030,,
15258,7707,InStyleOf,Southern Gothic Rock,2030,Avant-Garde Folk,1997
15267,11824,CoverOf,Jazz Surf Rock,2027,Dream Pop,2020
15267,8339,CoverOf,Jazz Surf Rock,2027,Indie Folk,2020
15270,7630,CoverOf,,,Speed Metal,2010
15270,10434,InterpolatesFrom,,,Speed Metal,2007
15279,7170,InterpolatesFrom,Dream Pop,2024,,
15279,14169,InStyleOf,Dream Pop,2024,Psychedelic Rock,2022
15282,13476,CoverOf,Indie Folk,2022,,
15295,60,InStyleOf,Americana,2027,Americana,2023
15306,15472,DirectlySamples,Psychedelic Rock,2004,Psychedelic Rock,1997
15309,106,LyricalReferenceTo,Alternative Rock,2026,Blues Rock,2020
15310,4046,CoverOf,Desert Rock,2029,,
15310,974,CoverOf,Desert Rock,2029,Psychedelic Rock,2023
15310,15419,CoverOf,Desert Rock,2029,Psychedelic Rock,2022
15310,12515,InStyleOf,Desert Rock,2029,,
15310,16259,CoverOf,Desert Rock,2029,Indie Folk,2023
15310,445,InterpolatesFrom,Desert Rock,2029,,
15315,10289,InStyleOf,Avant-Garde Folk,2002,Alternative Rock,1989
15316,6322,InStyleOf,Oceanus Folk,2026,Desert Rock,2013
15316,4534,DirectlySamples,Oceanus Folk,2026,Dream Pop,2023
15316,2779,LyricalReferenceTo,Oceanus Folk,2026,Psychedelic Rock,2026
15316,15889,CoverOf,Oceanus Folk,2026,Psychedelic Rock,2023
15323,625,InterpolatesFrom,Indie Folk,2029,Indie Folk,2023
15323,11159,CoverOf,Indie Folk,2029,Emo/Pop Punk,2023
15323,1608,CoverOf,Indie Folk,2029,,
15323,15703,InStyleOf,Indie Folk,2029,,
15323,2614,InStyleOf,Indie Folk,2029,Dream Pop,1990
15323,2942,InterpolatesFrom,Indie Folk,2029,Southern Gothic Rock,2010
15323,4167,CoverOf,Indie Folk,2029,,
15339,13990,CoverOf,,,Post-Apocalyptic Folk,2012
15350,15198,CoverOf,Dream Pop,2030,Dream Pop,2013
15358,6006,InterpolatesFrom,Doom Metal,2013,Doom Metal,2004
15364,14987,CoverOf,Americana,2026,Doom Metal,2017
15364,4046,InStyleOf,Americana,2026,,
15369,3118,InterpolatesFrom,Space Rock,2026,,
15372,5448,InterpolatesFrom,Alternative Rock,2015,Alternative Rock,2002
15381,9249,CoverOf,Americana,2023,Indie Folk,2013
15384,1841,LyricalReferenceTo,Oceanus Folk,2025,Indie Folk,2010
15388,16035,LyricalReferenceTo,Avant-Garde Folk,2015,Avant-Garde Folk,2004
15388,11115,CoverOf,Avant-Garde Folk,2015,Avant-Garde Folk,1992
15388,15838,DirectlySamples,Avant-Garde Folk,2015,Avant-Garde Folk,2014
15388,6454,InterpolatesFrom,Avant-Garde Folk,2015,Indie Pop,1991
15388,12382,InterpolatesFrom,Avant-Garde Folk,2015,Alternative Rock,2011
15389,81,LyricalReferenceTo,,,Indie Pop,1997
15390,4188,InStyleOf,Indie Pop,2006,Indie Pop,1995
15391,15622,InterpolatesFrom,Synthwave,2026,Doom Metal,1997
15394,9483,InStyleOf,Synthwave,2022,,
15394,10116,LyricalReferenceTo,Synthwave,2022,Synthwave,2020
15394,16189,CoverOf,Synthwave,2022,Americana,2019
15394,6006,InStyleOf,Synthwave,2022,Doom Metal,2004
15394,13546,DirectlySamples,Synthwave,2022,Doom Metal,2019
15396,5455,InterpolatesFrom,Avant-Garde Folk,2023,Southern Gothic Rock,1999
15396,9890,InStyleOf,Avant-Garde Folk,2023,Blues Rock,2008
15396,16035,InStyleOf,Avant-Garde Folk,2023,Avant-Garde Folk,2004
15402,6899,InStyleOf,,,Synthwave,2000
15402,454,LyricalReferenceTo,,,Synthwave,1998
15402,8282,InterpolatesFrom,,,Synthwave,1997
15402,6368,CoverOf,,,Synthwave,1994
15403,3508,InterpolatesFrom,,,,
15403,4713,LyricalReferenceTo,,,Dream Pop,2000
15406,7563,InterpolatesFrom,Doom Metal,2007,,
15415,13438,LyricalReferenceTo,Oceanus Folk,2023,Oceanus Folk,2019
15415,1841,CoverOf,Oceanus Folk,2023,Indie Folk,2010
15419,12916,InterpolatesFrom,Psychedelic Rock,2022,Psychedelic Rock,2013
15420,2942,LyricalReferenceTo,Indie Folk,2028,Southern Gothic Rock,2010
15420,2614,CoverOf,Indie Folk,2028,Dream Pop,1990
15420,10279,CoverOf,Indie Folk,2028,Southern Gothic Rock,2027
15420,1608,CoverOf,Indie Folk,2028,,
15420,11159,DirectlySamples,Indie Folk,2028,Emo/Pop Punk,2023
15422,11127,InStyleOf,Psychedelic Rock,2019,Psychedelic Rock,2016
15423,15622,InterpolatesFrom,Doom Metal,2010,Doom Metal,1997
15424,827,LyricalReferenceTo,Lo-Fi Electronica,2024,Lo-Fi Electronica,2006
15424,966,InterpolatesFrom,Lo-Fi Electronica,2024,Lo-Fi Electronica,2003
15424,12373,LyricalReferenceTo,Lo-Fi Electronica,2024,Lo-Fi Electronica,2005
15424,14944,DirectlySamples,Lo-Fi Electronica,2024,,
15424,9122,LyricalReferenceTo,Lo-Fi Electronica,2024,,
15424,12750,InStyleOf,Lo-Fi Electronica,2024,Lo-Fi Electronica,2019
15424,5480,LyricalReferenceTo,Lo-Fi Electronica,2024,Lo-Fi Electronica,2018
15424,14332,CoverOf,Lo-Fi Electronica,2024,Lo-Fi Electronica,2020
15424,5928,CoverOf,Lo-Fi Electronica,2024,Lo-Fi Electronica,2019
15424,8680,LyricalReferenceTo,Lo-Fi Electronica,2024,,
15425,7709,DirectlySamples,Blues Rock,2019,Blues Rock,2000
15425,15055,CoverOf,Blues Rock,2019,Blues Rock,2014
15430,14965,CoverOf,Indie Rock,2027,Doom Metal,2010
15430,14989,InStyleOf,Indie Rock,2027,Indie Rock,2007
15435,6072,DirectlySamples,Indie Folk,2007,Synthwave,1998
15441,15071,LyricalReferenceTo,Oceanus Folk,2017,,
15441,1841,InterpolatesFrom,Oceanus Folk,2017,Indie Folk,2010
15443,15275,CoverOf,Southern Gothic Rock,2023,,
15443,12091,LyricalReferenceTo,Southern Gothic Rock,2023,Southern Gothic Rock,1997
15444,6643,InterpolatesFrom,Desert Rock,2020,Indie Folk,2013
15444,2316,InStyleOf,Desert Rock,2020,Indie Folk,2010
15447,16405,InStyleOf,Dream Pop,2026,Synthwave,2013
15452,14994,DirectlySamples,Space Rock,2028,Indie Folk,1997
15456,13357,InStyleOf,Southern Gothic Rock,1999,,
15457,4749,DirectlySamples,Indie Pop,2017,,
15457,10294,LyricalReferenceTo,Indie Pop,2017,,
15458,8274,InterpolatesFrom,Post-Apocalyptic Folk,2030,Dream Pop,2020
15458,3018,LyricalReferenceTo,Post-Apocalyptic Folk,2030,Dream Pop,2023
15462,14086,LyricalReferenceTo,Synthwave,2025,Doom Metal,2005
15464,13681,InterpolatesFrom,Dream Pop,2023,Indie Folk,2010
15464,8776,CoverOf,Dream Pop,2023,,
15464,10550,CoverOf,Dream Pop,2023,,
15475,14774,DirectlySamples,,,,
15478,5238,LyricalReferenceTo,Jazz Surf Rock,2017,Jazz Surf Rock,2016
15481,1841,InStyleOf,Oceanus Folk,2013,Indie Folk,2010
15481,13324,InStyleOf,Oceanus Folk,2013,Oceanus Folk,2004
15482,6762,DirectlySamples,Symphonic Metal,2016,Symphonic Metal,2007
15488,3663,InStyleOf,Americana,2004,,
15489,5887,LyricalReferenceTo,Dream Pop,2015,Doom Metal,1997
15496,15847,InStyleOf,Emo/Pop Punk,2027,,
15496,11449,DirectlySamples,Emo/Pop Punk,2027,,
15496,14671,CoverOf,Emo/Pop Punk,2027,Emo/Pop Punk,2002
15496,6315,InStyleOf,Emo/Pop Punk,2027,Emo/Pop Punk,1987
15496,5232,InterpolatesFrom,Emo/Pop Punk,2027,Emo/Pop Punk,2009
15496,1529,InStyleOf,Emo/Pop Punk,2027,Southern Gothic Rock,2010
15496,3793,InStyleOf,Emo/Pop Punk,2027,Emo/Pop Punk,2005
15496,1544,InStyleOf,Emo/Pop Punk,2027,Southern Gothic Rock,2007
15500,14136,InterpolatesFrom,Synthwave,2025,Doom Metal,2013
15500,6006,CoverOf,Synthwave,2025,Doom Metal,2004
15508,16017,CoverOf,Synthwave,2023,Indie Rock,2013
15508,9019,InStyleOf,Synthwave,2023,Dream Pop,2020
15512,4890,InterpolatesFrom,Dream Pop,2024,Desert Rock,2022
15512,4818,DirectlySamples,Dream Pop,2024,Doom Metal,2018
15512,12673,InStyleOf,Dream Pop,2024,Americana,2013
15518,15622,LyricalReferenceTo,Desert Rock,2028,Doom Metal,1997
15522,6990,LyricalReferenceTo,,,Synthpop,2017
15522,9140,LyricalReferenceTo,,,Americana,2020
15522,10880,CoverOf,,,Indie Folk,2015
15528,5891,LyricalReferenceTo,Alternative Rock,2010,Dream Pop,2008
15528,8821,LyricalReferenceTo,Alternative Rock,2010,Alternative Rock,2008
15528,5028,LyricalReferenceTo,Alternative Rock,2010,Alternative Rock,2007
15528,14438,InStyleOf,Alternative Rock,2010,Alternative Rock,2004
15528,2279,InterpolatesFrom,Alternative Rock,2010,Dream Pop,2005
15528,3335,InStyleOf,Alternative Rock,2010,,
15532,16724,LyricalReferenceTo,Speed Metal,2026,Speed Metal,2000
15532,14976,InterpolatesFrom,Speed Metal,2026,Speed Metal,2010
15532,6507,LyricalReferenceTo,Speed Metal,2026,,
15532,4126,DirectlySamples,Speed Metal,2026,,
15532,4583,InterpolatesFrom,Speed Metal,2026,Speed Metal,1983
15532,15343,InStyleOf,Speed Metal,2026,Speed Metal,1987
15532,11617,LyricalReferenceTo,Speed Metal,2026,Speed Metal,2023
15536,12861,InStyleOf,Doom Metal,2020,Indie Folk,2017
15539,9524,InStyleOf,Dream Pop,2012,Dream Pop,2006
15539,9129,InterpolatesFrom,Dream Pop,2012,Dream Pop,1986
15540,16612,LyricalReferenceTo,,,Jazz Surf Rock,1996
15542,3501,InStyleOf,Americana,2020,Oceanus Folk,2007
15552,11842,CoverOf,Dream Pop,2026,Americana,2020
15555,14572,InStyleOf,Jazz Surf Rock,2028,Jazz Surf Rock,2024
15555,16441,InStyleOf,Jazz Surf Rock,2028,Psychedelic Rock,1999
15559,5432,InterpolatesFrom,Dream Pop,2020,Synthwave,2004
15565,4728,DirectlySamples,Space Rock,2026,,
15565,7116,LyricalReferenceTo,Space Rock,2026,Doom Metal,2007
15570,4781,CoverOf,Lo-Fi Electronica,2014,Lo-Fi Electronica,2003
15570,12373,InterpolatesFrom,Lo-Fi Electronica,2014,Lo-Fi Electronica,2005
15570,10574,CoverOf,Lo-Fi Electronica,2014,Lo-Fi Electronica,2007
15570,827,InterpolatesFrom,Lo-Fi Electronica,2014,Lo-Fi Electronica,2006
15570,10121,InStyleOf,Lo-Fi Electronica,2014,Lo-Fi Electronica,2007
15571,16457,InterpolatesFrom,Oceanus Folk,2023,Oceanus Folk,2021
15574,13941,CoverOf,Indie Folk,2013,Synthwave,2010
15579,3606,InterpolatesFrom,Dream Pop,2030,Dream Pop,2023
15579,4847,DirectlySamples,Dream Pop,2030,,
15582,13956,DirectlySamples,Jazz Surf Rock,2000,,
15582,5866,InStyleOf,Jazz Surf Rock,2000,,
15582,9815,CoverOf,Jazz Surf Rock,2000,,
15582,219,InterpolatesFrom,Jazz Surf Rock,2000,Dream Pop,1997
15582,8750,InterpolatesFrom,Jazz Surf Rock,2000,,
15584,13413,CoverOf,Dream Pop,2029,Indie Folk,2022
15584,5952,DirectlySamples,Dream Pop,2029,Indie Rock,2024
15590,8245,InterpolatesFrom,Indie Rock,2027,,
15590,7278,LyricalReferenceTo,Indie Rock,2027,Synthwave,2022
15590,16433,InterpolatesFrom,Indie Rock,2027,Indie Rock,2013
15590,12397,InStyleOf,Indie Rock,2027,Dream Pop,2007
15590,14965,CoverOf,Indie Rock,2027,Doom Metal,2010
15590,15622,InStyleOf,Indie Rock,2027,Doom Metal,1997
15590,13027,InterpolatesFrom,Indie Rock,2027,Oceanus Folk,2026
15590,4400,LyricalReferenceTo,Indie Rock,2027,Indie Rock,2017
15591,4847,InStyleOf,Americana,2027,,
15600,8593,InterpolatesFrom,Americana,2023,Doom Metal,2007
15603,10379,InterpolatesFrom,Alternative Rock,2020,Alternative Rock,2005
15607,14201,InterpolatesFrom,Alternative Rock,2010,Alternative Rock,2005
15612,6006,CoverOf,,,Doom Metal,2004
15616,15622,InStyleOf,Desert Rock,2026,Doom Metal,1997
15621,15622,InStyleOf,Indie Folk,2004,Doom Metal,1997
15622,9716,InStyleOf,Doom Metal,1997,Americana,1991
15630,10589,DirectlySamples,Desert Rock,2023,Americana,2017
15632,8055,LyricalReferenceTo,Dream Pop,2029,Alternative Rock,2004
15632,6778,CoverOf,Dream Pop,2029,Indie Rock,2029
15632,10045,InStyleOf,Dream Pop,2029,,
15632,2768,CoverOf,Dream Pop,2029,Alternative Rock,2015
15632,632,InterpolatesFrom,Dream Pop,2029,Alternative Rock,2012
15633,12010,InStyleOf,Alternative Rock,2007,Alternative Rock,2003
15634,8516,CoverOf,Psychedelic Rock,2022,Psychedelic Rock,2017
15642,8495,LyricalReferenceTo,Dream Pop,2013,Synthwave,2004
15642,14670,CoverOf,Dream Pop,2013,Alternative Rock,1984
15642,11830,InterpolatesFrom,Dream Pop,2013,Synthwave,2000
15645,6735,InterpolatesFrom,Alternative Rock,2023,Alternative Rock,2008
15645,6210,InStyleOf,Alternative Rock,2023,Alternative Rock,2022
15645,5726,InStyleOf,Alternative Rock,2023,Alternative Rock,2010
15649,5681,InStyleOf,Doom Metal,2026,Americana,2017
15652,6191,LyricalReferenceTo,Indie Folk,2000,Synthwave,1994
15654,1841,InStyleOf,Oceanus Folk,2020,Indie Folk,2010
15662,7341,LyricalReferenceTo,Dream Pop,2026,Indie Folk,2020
15674,14014,InStyleOf,Indie Rock,2027,Dream Pop,2024
15687,827,LyricalReferenceTo,Lo-Fi Electronica,2009,Lo-Fi Electronica,2006
15687,966,InterpolatesFrom,Lo-Fi Electronica,2009,Lo-Fi Electronica,2003
15688,14482,InStyleOf,Avant-Garde Folk,2014,Indie Pop,2009
15688,8372,DirectlySamples,Avant-Garde Folk,2014,Avant-Garde Folk,2007
15688,9089,DirectlySamples,Avant-Garde Folk,2014,Indie Pop,2007
15690,6006,CoverOf,Psychedelic Rock,2029,Doom Metal,2004
15690,1748,DirectlySamples,Psychedelic Rock,2029,Dream Pop,2023
15699,15881,InStyleOf,Indie Folk,2026,Synthwave,2016
15703,2927,InterpolatesFrom,,,Southern Gothic Rock,1987
15705,2467,InStyleOf,,,,
15709,14965,DirectlySamples,Americana,2023,Doom Metal,2010
15713,16491,CoverOf,Americana,2023,,
15713,5260,InStyleOf,Americana,2023,,
15715,16517,DirectlySamples,Southern Gothic Rock,1993,Southern Gothic Rock,1986
15716,2277,DirectlySamples,Jazz Surf Rock,2027,Lo-Fi Electronica,2004
15716,14512,LyricalReferenceTo,Jazz Surf Rock,2027,Lo-Fi Electronica,1997
15722,8211,InterpolatesFrom,Lo-Fi Electronica,2011,Lo-Fi Electronica,2011
15722,14659,InterpolatesFrom,Lo-Fi Electronica,2011,Lo-Fi Electronica,2009
15723,8727,InStyleOf,Desert Rock,2023,Indie Rock,2019
15728,16441,LyricalReferenceTo,Psychedelic Rock,2003,Psychedelic Rock,1999
15732,9526,DirectlySamples,,,Synthwave,2001
15735,9922,InStyleOf,Dream Pop,2023,Oceanus Folk,1994
15741,10645,InterpolatesFrom,,,Synthwave,2010
15741,6949,InStyleOf,,,Indie Rock,2017
15744,9586,InterpolatesFrom,Indie Pop,2014,,
15744,2595,InterpolatesFrom,Indie Pop,2014,Indie Pop,1984
15744,4609,LyricalReferenceTo,Indie Pop,2014,Avant-Garde Folk,1997
15744,10090,DirectlySamples,Indie Pop,2014,Southern Gothic Rock,1998
15744,5110,LyricalReferenceTo,Indie Pop,2014,Indie Pop,1991
15744,13357,InStyleOf,Indie Pop,2014,,
15744,15456,LyricalReferenceTo,Indie Pop,2014,Southern Gothic Rock,1999
15745,7012,LyricalReferenceTo,,,,
15745,7325,InStyleOf,,,Emo/Pop Punk,2004
15745,1018,LyricalReferenceTo,,,Alternative Rock,2008
15748,4770,InStyleOf,Synthwave,2013,Synthwave,2007
15752,10673,InterpolatesFrom,Indie Folk,2023,Doom Metal,2013
15752,12538,InStyleOf,Indie Folk,2023,,
15752,7604,DirectlySamples,Indie Folk,2023,Dream Pop,2019
15752,6551,InStyleOf,Indie Folk,2023,Indie Folk,2014
15759,10684,InStyleOf,Blues Rock,2007,Dream Pop,2007
15760,14136,CoverOf,,,Doom Metal,2013
15760,6190,InStyleOf,,,Synthwave,2024
15760,10596,InStyleOf,,,Indie Folk,2013
15760,13026,InterpolatesFrom,,,Desert Rock,2022
15760,13574,InStyleOf,,,Synthwave,2008
15762,13758,InterpolatesFrom,Americana,2023,Indie Folk,2013
15769,10799,InStyleOf,Indie Pop,2000,Blues Rock,1984
15771,13484,LyricalReferenceTo,Indie Rock,2018,,
15771,6616,InStyleOf,Indie Rock,2018,Indie Rock,2011
15771,876,InStyleOf,Indie Rock,2018,Indie Rock,2010
15771,1857,InterpolatesFrom,Indie Rock,2018,Indie Rock,2006
15772,4884,InterpolatesFrom,,,Doom Metal,2004
15772,155,InStyleOf,,,,
15772,5295,LyricalReferenceTo,,,,
15775,6785,InterpolatesFrom,Lo-Fi Electronica,2020,Lo-Fi Electronica,2002
15775,2167,CoverOf,Lo-Fi Electronica,2020,Lo-Fi Electronica,2007
15775,3289,InStyleOf,Lo-Fi Electronica,2020,Lo-Fi Electronica,2019
15775,9807,InStyleOf,Lo-Fi Electronica,2020,Lo-Fi Electronica,2017
15775,12517,InStyleOf,Lo-Fi Electronica,2020,Lo-Fi Electronica,2007
15775,9088,LyricalReferenceTo,Lo-Fi Electronica,2020,Lo-Fi Electronica,2013
15775,12750,CoverOf,Lo-Fi Electronica,2020,Lo-Fi Electronica,2019
15776,16101,InterpolatesFrom,Synthwave,2024,Indie Rock,2017
15779,2153,InterpolatesFrom,Dream Pop,2027,,
15779,8823,InStyleOf,Dream Pop,2027,Space Rock,2025
15783,16233,LyricalReferenceTo,Space Rock,2029,Psychedelic Rock,2004
15783,2385,CoverOf,Space Rock,2029,Dream Pop,2023
15783,445,InterpolatesFrom,Space Rock,2029,,
15783,11768,CoverOf,Space Rock,2029,Dream Pop,2024
15789,81,CoverOf,Southern Gothic Rock,2025,Indie Pop,1997
15789,6746,InterpolatesFrom,Southern Gothic Rock,2025,Southern Gothic Rock,2018
15793,14618,InStyleOf,Indie Folk,2017,Indie Folk,2013
15793,14965,LyricalReferenceTo,Indie Folk,2017,Doom Metal,2010
15793,14994,InterpolatesFrom,Indie Folk,2017,Indie Folk,1997
15797,5432,CoverOf,Synthwave,2023,Synthwave,2004
15799,2863,InterpolatesFrom,Dream Pop,2026,Indie Rock,2022
15799,4604,CoverOf,Dream Pop,2026,,
15804,15089,CoverOf,Dream Pop,2000,Synthwave,1999
15804,933,InterpolatesFrom,Dream Pop,2000,Dream Pop,1998
15805,12043,DirectlySamples,Dream Pop,2028,Dream Pop,2023
15805,9230,LyricalReferenceTo,Dream Pop,2028,Dream Pop,2018
15805,10659,InterpolatesFrom,Dream Pop,2028,Dream Pop,2025
15805,11184,CoverOf,Dream Pop,2028,Dream Pop,2028
15807,8281,DirectlySamples,,,Southern Gothic Rock,1988
15807,10432,InStyleOf,,,,
15812,1841,LyricalReferenceTo,Oceanus Folk,2023,Indie Folk,2010
15812,6752,InterpolatesFrom,Oceanus Folk,2023,Oceanus Folk,2010
15812,3501,InterpolatesFrom,Oceanus Folk,2023,Oceanus Folk,2007
15817,13651,InStyleOf,Americana,2024,Doom Metal,2010
15817,7773,CoverOf,Americana,2024,Indie Rock,2019
15817,14291,LyricalReferenceTo,Americana,2024,Americana,2013
15817,1611,InterpolatesFrom,Americana,2024,Indie Rock,2015
15817,3501,DirectlySamples,Americana,2024,Oceanus Folk,2007
15817,1779,CoverOf,Americana,2024,Indie Folk,2017
15817,7278,CoverOf,Americana,2024,Synthwave,2022
15817,4046,InStyleOf,Americana,2024,,
15817,13990,InStyleOf,Americana,2024,Post-Apocalyptic Folk,2012
15817,14965,InterpolatesFrom,Americana,2024,Doom Metal,2010
15817,12582,InStyleOf,Americana,2024,Synthwave,2020
15820,12596,LyricalReferenceTo,Indie Pop,2004,Psychedelic Rock,1989
15825,1412,InterpolatesFrom,Alternative Rock,2000,Indie Pop,1984
15825,2174,InStyleOf,Alternative Rock,2000,Indie Pop,1990
15826,6327,InStyleOf,,,,
15831,2467,InterpolatesFrom,Lo-Fi Electronica,2028,,
15831,12983,CoverOf,Lo-Fi Electronica,2028,Lo-Fi Electronica,2023
15833,14464,DirectlySamples,Indie Rock,1991,Doom Metal,1991
15838,6454,InStyleOf,Avant-Garde Folk,2014,Indie Pop,1991
15838,13361,LyricalReferenceTo,Avant-Garde Folk,2014,Blues Rock,2011
15841,6901,CoverOf,Dream Pop,2019,Indie Folk,2010
15841,9657,CoverOf,Dream Pop,2019,,
15843,11152,InStyleOf,Alternative Rock,2023,Indie Folk,2017
15844,9488,InStyleOf,Americana,2017,Synthwave,2012
15847,1529,InStyleOf,,,Southern Gothic Rock,2010
15848,16440,InterpolatesFrom,Indie Pop,2015,,
15851,6752,LyricalReferenceTo,Indie Folk,2026,Oceanus Folk,2010
15851,8079,LyricalReferenceTo,Indie Folk,2026,Oceanus Folk,2013
15851,1841,LyricalReferenceTo,Indie Folk,2026,Indie Folk,2010
15857,16409,LyricalReferenceTo,Dream Pop,2028,Dream Pop,2024
15874,11644,CoverOf,,,Speed Metal,2004
15881,6006,InterpolatesFrom,Synthwave,2016,Doom Metal,2004
15881,15622,DirectlySamples,Synthwave,2016,Doom Metal,1997
15885,16585,LyricalReferenceTo,Dream Pop,1995,Darkwave,1987
15886,14762,InStyleOf,Desert Rock,2025,Oceanus Folk,2017
15889,6322,InterpolatesFrom,Psychedelic Rock,2023,Desert Rock,2013
15890,14989,LyricalReferenceTo,,,Indie Rock,2007
15890,8190,CoverOf,,,,
15894,14038,InStyleOf,Indie Pop,2014,,
15894,2331,CoverOf,Indie Pop,2014,Blues Rock,2011
15896,14670,InStyleOf,Alternative Rock,1994,Alternative Rock,1984
15903,5432,DirectlySamples,Dream Pop,2008,Synthwave,2004
15909,8207,CoverOf,,,Alternative Rock,2004
15911,1125,LyricalReferenceTo,Symphonic Metal,2023,Symphonic Metal,2013
15913,6762,InterpolatesFrom,Americana,2025,Symphonic Metal,2007
15913,13681,CoverOf,Americana,2025,Indie Folk,2010
15920,4849,InStyleOf,,,,
15925,10358,LyricalReferenceTo,Americana,2023,,
15925,9766,InStyleOf,Americana,2023,,
15926,764,InterpolatesFrom,,,Dream Pop,2021
15936,11984,LyricalReferenceTo,,,Blues Rock,1991
15936,11142,CoverOf,,,Indie Pop,1992
15937,15027,InStyleOf,,,,
15937,1841,InterpolatesFrom,,,Indie Folk,2010
15937,16457,InStyleOf,,,Oceanus Folk,2021
15944,11423,CoverOf,Psychedelic Rock,2027,Psychedelic Rock,2023
15944,15261,InterpolatesFrom,Psychedelic Rock,2027,Psychedelic Rock,2022
15954,1841,CoverOf,Oceanus Folk,2023,Indie Folk,2010
15954,16524,DirectlySamples,Oceanus Folk,2023,Oceanus Folk,2013
15954,13563,InterpolatesFrom,Oceanus Folk,2023,,
15957,14364,InStyleOf,,,Southern Gothic Rock,2004
15962,7197,LyricalReferenceTo,Symphonic Metal,2023,Symphonic Metal,2022
15971,13883,DirectlySamples,Indie Rock,2013,,
15973,1841,InStyleOf,Oceanus Folk,2023,Indie Folk,2010
15978,3630,InStyleOf,,,Indie Rock,2017
15981,13282,InStyleOf,Jazz Surf Rock,2029,Jazz Surf Rock,2027
15981,15555,LyricalReferenceTo,Jazz Surf Rock,2029,Jazz Surf Rock,2028
15981,16620,InterpolatesFrom,Jazz Surf Rock,2029,,
15981,3508,CoverOf,Jazz Surf Rock,2029,,
15984,3759,InterpolatesFrom,Doom Metal,2024,,
15984,9305,CoverOf,Doom Metal,2024,Doom Metal,2004
15986,8230,InStyleOf,Indie Pop,2004,Emo/Pop Punk,1989
15986,6315,InStyleOf,Indie Pop,2004,Emo/Pop Punk,1987
15986,6245,CoverOf,Indie Pop,2004,Emo/Pop Punk,1989
15989,16400,InStyleOf,,,Oceanus Folk,2023
15991,15622,InStyleOf,Americana,2000,Doom Metal,1997
15994,4348,InStyleOf,Oceanus Folk,2007,Oceanus Folk,2004
16001,16389,InStyleOf,Dream Pop,1996,Southern Gothic Rock,1992
16007,5216,CoverOf,Alternative Rock,2029,Jazz Surf Rock,2018
16014,15622,InStyleOf,Doom Metal,2007,Doom Metal,1997
16016,1991,InStyleOf,Indie Folk,2020,,
16035,5455,LyricalReferenceTo,Avant-Garde Folk,2004,Southern Gothic Rock,1999
16038,5247,InStyleOf,Space Rock,2028,Indie Folk,2024
16042,6551,DirectlySamples,Doom Metal,2023,Indie Folk,2014
16042,4834,CoverOf,Doom Metal,2023,Doom Metal,2013
16042,6006,CoverOf,Doom Metal,2023,Doom Metal,2004
16048,15402,InterpolatesFrom,Dream Pop,2017,,
16048,15855,InStyleOf,Dream Pop,2017,Synthwave,2003
16048,454,InterpolatesFrom,Dream Pop,2017,Synthwave,1998
16048,12538,CoverOf,Dream Pop,2017,,
16054,933,InterpolatesFrom,Dream Pop,2004,Dream Pop,1998
16054,6368,LyricalReferenceTo,Dream Pop,2004,Synthwave,1994
16054,15089,InStyleOf,Dream Pop,2004,Synthwave,1999
16057,6368,InterpolatesFrom,Synthwave,2002,Synthwave,1994
